,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,1.8,5.0,3.2,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
1,10.0,5.6,0.20000000000000018,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
2,24.0,9.1,9.6,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
3,13.6,4.0,1.2000000000000002,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
4,11.0,5.1,0.0,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
5,9.9,2.6,1.2999999999999998,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
6,22.5,5.2,1.4,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
7,12.3,1.3,5.7,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
8,10.2,2.9,6.800000000000001,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
9,16.6,1.0,9.3,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
10,11.8,8.3,0.0,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
11,14.0,3.3,6.4,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
12,14.7,7.9,6.4,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
