,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,12.9,8.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
1,8.6,1.1,9.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
2,13.1,3.3,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
3,19.0,6.3,9.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
4,3.5,0.1,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
5,4.0,1.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
6,10.4,6.7,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
7,17.6,3.3,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
8,11.5,4.6,0.20000000000000018,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
9,16.2,7.0,6.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
10,1.0,3.9,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
11,12.7,0.8,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
12,1.0,1.9,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
13,17.8,7.3,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
14,13.0,6.3,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
15,16.0,3.5,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
16,21.4,2.7,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
17,17.6,6.7,1.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
18,15.5,9.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
19,12.5,8.0,1.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
20,9.4,2.0,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
21,24.0,7.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
22,21.5,2.4,8.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
23,9.5,4.7,1.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
24,12.2,3.6,9.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
25,23.3,7.4,4.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
26,20.6,9.7,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
27,10.9,6.9,1.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,5,6,7,9,11,12,14,15,16,17,18,"
