,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,24.0,8.0,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
1,11.6,3.6,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
2,12.2,3.5,1.2000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
3,4.8,0.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
4,11.4,0.7,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
5,1.3,2.2,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
6,15.5,7.7,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
7,5.0,2.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
8,6.8,2.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
9,1.0,0.8,3.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
10,11.2,3.3,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
11,18.4,6.9,7.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
12,23.8,6.5,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
13,1.0,6.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
14,19.5,9.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
15,12.7,3.3,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
16,10.2,3.0,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
17,24.0,8.9,7.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
18,8.0,1.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
19,13.6,8.8,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
20,9.0,4.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
21,2.3,1.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
22,16.3,0.4,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
23,11.8,1.8,8.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
24,8.7,0.6,3.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
25,14.2,9.2,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
26,9.4,3.6,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
27,19.6,5.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
28,13.9,4.3,2.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
29,19.1,5.1,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
30,12.2,8.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
31,13.2,7.8,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
32,17.5,3.1,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
33,21.3,4.7,9.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
34,22.3,7.7,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
35,5.4,8.9,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,6,7,8,9,10,11,13,14,15,"
36,5.1,7.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
