,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,15.5,3.9,6.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
1,7.7,0.8,5.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
2,19.3,6.7,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
3,16.6,0.6,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
4,22.1,6.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
5,4.7,4.2,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
6,14.5,1.1,5.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
7,1.7,0.6,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
8,13.5,1.1,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
9,10.9,2.9,5.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
10,19.9,5.3,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
11,11.3,0.4,9.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
12,2.5,2.4,1.2000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
13,10.1,5.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
14,16.7,5.3,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
15,10.8,9.8,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
16,13.3,3.1,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
17,14.7,7.5,4.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
18,1.0,0.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
19,13.1,9.0,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
20,2.0,0.7,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
21,19.9,6.5,5.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
22,12.3,0.5,5.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
23,21.3,2.7,9.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
24,15.9,0.4,5.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
25,24.0,8.8,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
26,16.8,3.6,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
27,17.2,5.5,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
28,5.4,0.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
29,16.4,5.2,8.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
30,11.1,6.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
31,17.1,7.2,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
32,10.4,5.8,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
33,17.6,6.9,8.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
34,8.0,6.4,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
35,14.9,0.2,6.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
36,10.7,7.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
37,16.0,9.6,9.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
38,11.9,8.1,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,4,5,7,8,10,11,12,13,14,15,"
