,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,14.6,7.2,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
1,17.3,5.7,5.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
2,17.2,5.1,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
3,14.3,4.4,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
4,16.9,6.6,7.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
5,19.3,8.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
6,15.7,0.1,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
7,10.5,4.1,2.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
8,13.0,2.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
9,16.8,2.3,9.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
10,1.0,1.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
11,12.3,8.0,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
12,10.0,0.7,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","2,3,5,6,7,9,10,11,13,14,15,16,17,"
