Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,24.0,6.9,9.4,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
1,14.1,4.4,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
2,17.9,8.4,5.0,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
3,21.0,6.3,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
4,15.6,2.3,7.9,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
5,24.0,6.8,9.4,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
6,9.9,2.6,5.3,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
7,16.8,9.4,1.9,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
8,9.5,4.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
9,8.9,4.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
10,13.9,4.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
11,13.1,2.9,3.0,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
12,2.7,3.4,2.7,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
13,11.5,1.0,7.4,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
14,10.9,2.0,5.5,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
15,23.3,8.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
16,5.8,3.4,1.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
17,4.0,1.3,4.5,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
18,19.3,8.7,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
19,5.7,1.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
20,12.0,8.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
21,6.5,4.5,0.20000000000000018,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
22,22.8,7.8,5.6,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
23,10.1,8.9,1.4,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
24,10.1,8.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
25,9.5,8.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
26,24.0,9.2,8.3,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
27,6.4,0.8,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
28,4.1,0.5,5.7,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
29,14.8,8.5,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
30,15.1,2.0,1.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
31,24.0,4.4,9.9,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
32,19.8,8.0,3.3,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
33,18.1,5.8,7.6,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
34,16.3,2.0,3.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12","1,3,4,5,6,7,8,10,11,12"
