,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,14.4,0.7,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
1,4.4,2.6,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
2,19.0,4.2,9.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
3,17.8,3.4,9.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
4,23.5,8.0,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
5,14.2,9.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
6,17.2,9.9,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
7,16.6,4.7,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
8,17.1,3.6,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
9,10.7,6.1,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
10,19.8,0.6,7.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
11,20.5,4.3,4.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
12,8.3,4.5,2.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
13,4.6,0.4,3.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
14,1.0,2.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
15,4.6,1.8,1.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
16,24.0,9.9,9.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
17,11.8,9.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
18,19.8,8.7,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
19,1.0,1.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
20,10.5,5.2,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
21,8.4,2.4,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
22,13.3,3.2,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
23,7.0,5.0,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
24,13.6,7.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
25,16.7,3.5,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
26,19.4,1.4,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
27,10.2,6.3,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
28,11.7,7.0,9.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
29,17.9,9.4,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
30,11.6,0.5,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,4,5,6,7,8,9,10,12,13,14,15,"
31,7.9,7.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
