,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,18.0,6.2,1.0,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
1,11.6,1.8,8.6,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
2,20.6,8.7,9.1,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
3,9.9,1.7,2.8,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
4,11.7,8.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,",
5,13.5,7.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,",
6,21.5,7.2,4.9,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
7,13.2,5.3,5.7,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
8,10.9,8.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,",
9,12.4,5.1,2.3,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
10,8.8,8.5,0.5,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
11,9.5,0.3,1.5,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
12,14.4,4.3,4.3,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
13,17.9,4.7,9.5,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
14,1.0,0.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,",
15,9.0,1.0,6.1,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
16,17.8,0.3,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
17,12.8,9.5,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,","1,2,4,5,6,7,8,9,10,11,"
