,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,11.2,3.0,5.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,4,5,6,7,8,9,10,11,13,14,15,"
1,13.9,5.5,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,4,5,6,7,8,9,10,11,13,14,15,"
2,24.0,4.3,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,4,5,6,7,8,9,10,11,13,14,15,"
3,4.1,3.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
4,6.0,0.6,7.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,4,5,6,7,8,9,10,11,13,14,15,"
5,15.6,3.8,7.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,4,5,6,7,8,9,10,11,13,14,15,"
6,24.0,6.2,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,4,5,6,7,8,9,10,11,13,14,15,"
7,24.0,6.3,7.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,4,5,6,7,8,9,10,11,13,14,15,"
8,16.2,6.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
9,20.8,5.9,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,4,5,6,7,8,9,10,11,13,14,15,"
10,15.9,0.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
11,13.3,8.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
12,22.3,9.5,9.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,4,5,6,7,8,9,10,11,13,14,15,"
