,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,13.6,9.8,0.0,"1,2,3,4,5,6,7,8,",
1,22.5,8.1,8.8,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
2,14.6,8.1,0.0,"1,2,3,4,5,6,7,8,",
3,20.6,9.5,7.9,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
4,1.0,1.6,2.5,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
5,17.1,1.3,9.8,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
6,5.7,1.3,6.699999999999999,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
7,21.6,6.9,8.2,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
8,6.2,4.1,1.9,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
9,19.8,2.6,9.6,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
10,21.0,3.9,9.7,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
11,13.0,7.5,0.0,"1,2,3,4,5,6,7,8,",
12,24.0,7.8,9.5,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
13,8.6,6.1,3.5999999999999996,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
14,24.0,7.4,9.1,"1,2,3,4,5,6,7,8,","1,2,3,4,5,6,7,8,"
