Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,12.2,6.3,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,7,8,10,11,12,13,14,15"
1,3.0,2.5,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,7,8,10,11,12,13,14,15"
2,12.7,0.4,5.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,7,8,10,11,12,13,14,15"
3,17.5,1.8,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,7,8,10,11,12,13,14,15"
4,23.2,4.5,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,7,8,10,11,12,13,14,15"
5,22.2,9.7,3.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,7,8,10,11,12,13,14,15"
6,14.6,8.4,0.3999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,7,8,10,11,12,13,14,15"
7,22.9,8.5,1.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,7,8,10,11,12,13,14,15"
8,24.0,6.5,8.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,7,8,10,11,12,13,14,15"
9,14.5,9.8,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,7,8,10,11,12,13,14,15"
10,14.2,7.3,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,7,8,10,11,12,13,14,15"
11,13.3,6.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
