Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,10.3,4.3,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
1,13.1,5.0,4.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
2,17.7,3.1,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
3,18.8,2.6,7.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
4,18.7,9.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
5,22.7,6.1,7.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
6,18.6,4.9,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
7,15.3,8.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
8,24.0,8.1,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
9,7.3,0.2,3.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
10,24.0,9.0,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
11,5.0,0.6,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
12,13.9,1.9,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
13,7.6,2.0,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
14,16.0,7.3,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
15,13.7,6.6,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
16,8.8,3.0,1.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
17,18.3,3.3,8.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,3,4,5,6,8,9,10,12,13,14"
