,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,18.6,7.3,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
1,7.6,3.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
2,13.8,0.9,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
3,13.7,9.8,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
4,2.1,1.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
5,1.0,4.7,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
6,21.7,8.6,6.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
7,6.6,1.7,1.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
8,1.0,5.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
9,15.6,3.3,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
10,18.8,3.5,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
11,18.3,1.7,8.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
12,20.1,0.3,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
13,9.8,2.9,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
14,9.1,5.0,1.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
15,12.5,5.1,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
16,12.7,7.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
17,12.8,0.4,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
18,16.9,6.2,9.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
19,11.8,5.0,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
20,24.0,3.4,9.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
21,10.4,6.3,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
22,10.6,8.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
23,12.3,6.6,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
24,15.8,2.6,7.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
25,1.0,1.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
26,4.4,4.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
27,9.6,5.3,8.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
28,22.3,8.7,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
29,15.5,7.2,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
30,8.3,0.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
31,17.0,5.0,3.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
32,19.0,8.1,2.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
33,24.0,8.6,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
34,9.8,3.5,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
35,16.0,9.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
36,10.3,5.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
37,7.5,9.8,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
38,13.9,8.9,4.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
39,9.8,6.7,1.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
40,24.0,8.3,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
41,3.0,0.6,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
42,23.8,3.2,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,5,7,8,9,10,12,13,14,16,"
