Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,8.6,1.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",
1,1.5,0.3,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
2,24.0,4.3,9.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
3,22.1,3.1,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
4,14.5,7.0,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
5,11.4,6.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",
6,20.8,5.6,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
7,23.1,6.3,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
8,16.1,7.5,7.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
9,11.9,1.5,2.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
10,10.9,9.2,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
11,2.5,1.0,5.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
12,12.2,3.8,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
13,22.9,4.7,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
14,24.0,5.7,2.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
15,2.0,5.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",
16,14.0,7.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",
17,7.0,1.5,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,2,4,6,8,9,12,13,14,15,16,18"
