Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,18.7,0.8,8.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
1,21.6,6.7,9.2,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
2,13.6,2.7,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
3,18.2,7.9,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
4,6.8,0.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
5,21.9,1.8,9.6,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
6,6.3,2.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
7,13.7,4.6,1.9,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
8,19.0,3.6,4.8,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
9,7.3,0.3,0.20000000000000018,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
10,11.8,0.9,4.8,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
11,8.4,1.0,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
12,10.1,8.4,1.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
13,1.7,6.6,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
14,15.1,0.1,9.2,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
15,17.1,9.1,3.0,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
16,20.1,0.4,9.4,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
17,14.5,4.8,3.7,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
18,14.4,9.6,2.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
19,3.4,1.8,1.4,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
20,14.4,7.8,1.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
21,12.6,4.5,3.3,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
22,15.8,1.5,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
23,10.8,5.1,2.7,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
24,22.2,6.1,8.7,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
25,18.5,0.4,6.5,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
26,11.2,1.9,6.4,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
27,19.4,8.8,7.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
28,10.0,9.4,2.8,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
29,11.0,7.7,1.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
30,5.2,1.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
31,12.2,2.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
32,11.1,5.7,7.6,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
33,17.0,7.5,8.7,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
34,8.8,5.4,8.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
35,18.8,6.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
36,17.0,4.7,7.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
37,1.3,0.4,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
38,6.7,3.4,8.0,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
39,15.1,7.6,3.3,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
40,10.3,5.4,3.2,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
41,9.1,8.8,4.6,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
42,15.2,6.1,6.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
43,24.0,9.6,6.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
44,17.3,8.3,5.5,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
45,24.0,9.3,6.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,4,5,6,7,8,10,12"
