Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,12.1,0.3,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
1,24.0,8.4,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
2,2.8,1.4,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
3,10.6,9.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
4,13.6,5.1,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
5,14.2,2.5,9.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
6,8.3,1.9,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
7,13.6,8.0,1.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
8,23.9,6.0,9.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
9,11.5,5.3,2.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
10,10.2,5.4,3.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
11,22.5,7.0,8.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
12,6.6,7.0,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
13,11.0,3.3,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
14,20.2,7.4,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
15,11.6,2.7,6.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
16,20.5,8.6,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
17,11.4,1.7,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
18,7.3,9.3,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
19,12.4,6.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
20,14.1,2.4,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
21,24.0,2.4,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
22,22.3,3.4,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
23,14.8,2.8,7.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
24,11.6,1.5,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
25,11.3,5.4,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
26,10.2,8.4,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
27,22.1,8.9,5.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,4,5,6,7,8,9,11,12,13,15"
28,4.0,7.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
