,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,2.5,1.5,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,6,9,10,11,12,13,14,15,"
1,8.0,6.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
2,10.3,2.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
3,24.0,9.2,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,6,9,10,11,12,13,14,15,"
4,5.4,1.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
5,13.8,0.8,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,6,9,10,11,12,13,14,15,"
6,16.7,6.8,7.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,6,9,10,11,12,13,14,15,"
7,16.0,5.1,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,6,9,10,11,12,13,14,15,"
8,1.0,6.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
9,6.9,1.4,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,6,9,10,11,12,13,14,15,"
10,11.8,2.3,8.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,6,9,10,11,12,13,14,15,"
11,12.0,2.0,9.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,6,9,10,11,12,13,14,15,"
