,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,14.3,6.0,8.4,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
1,4.3,0.9,0.0,"1,2,3,4,5,6,7,",
2,24.0,4.9,9.6,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
3,4.3,1.9,2.3,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
4,8.9,2.3,1.2000000000000002,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
5,17.6,7.5,0.0,"1,2,3,4,5,6,7,",
6,14.5,5.1,1.5,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
7,7.6,4.5,3.7,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
8,20.9,9.2,8.7,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
9,20.3,6.7,8.2,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
10,8.9,6.2,0.0,"1,2,3,4,5,6,7,",
11,3.9,3.9,0.0,"1,2,3,4,5,6,7,",
12,15.5,7.3,0.8999999999999999,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
13,2.6,5.3,6.199999999999999,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
14,10.3,9.3,0.20000000000000018,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
15,12.5,3.0,6.1,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
16,3.5,3.9,0.0,"1,2,3,4,5,6,7,",
17,23.4,9.2,8.8,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
18,13.7,1.3,8.4,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
19,24.0,5.6,9.6,"1,2,3,4,5,6,7,","1,2,4,5,6,7,"
