,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,20.8,2.0,7.300000000000001,"1,2,3,4,5,6,7,8,9,","3,4,5,6,7,8,9,"
1,18.8,2.7,4.8,"1,2,3,4,5,6,7,8,9,","3,4,5,6,7,8,9,"
2,20.6,7.5,8.3,"1,2,3,4,5,6,7,8,9,","3,4,5,6,7,8,9,"
3,13.8,6.6,7.0,"1,2,3,4,5,6,7,8,9,","3,4,5,6,7,8,9,"
4,9.0,4.7,5.6,"1,2,3,4,5,6,7,8,9,","3,4,5,6,7,8,9,"
5,4.6,4.9,0.7000000000000002,"1,2,3,4,5,6,7,8,9,","3,4,5,6,7,8,9,"
6,10.5,6.0,0.0,"1,2,3,4,5,6,7,8,9,",
7,6.4,2.4,3.7,"1,2,3,4,5,6,7,8,9,","3,4,5,6,7,8,9,"
8,21.8,8.7,9.9,"1,2,3,4,5,6,7,8,9,","3,4,5,6,7,8,9,"
9,12.6,4.3,4.9,"1,2,3,4,5,6,7,8,9,","3,4,5,6,7,8,9,"
