,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,13.3,6.7,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
1,18.0,3.6,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
2,1.0,0.5,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
3,23.5,6.2,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
4,9.1,2.2,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
5,1.7,6.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
6,15.9,8.4,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
7,3.6,0.8,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
8,8.7,5.4,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
9,15.2,3.2,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
10,11.0,8.8,1.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
11,5.6,2.6,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
12,10.6,3.7,6.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
13,9.8,5.8,7.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
14,2.3,2.4,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
15,1.4,1.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
16,12.4,6.1,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
17,21.8,9.0,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,7,8,9,11,12,13,14,16,17,"
