,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,11.1,5.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
1,20.4,2.5,8.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
2,12.0,5.2,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
3,12.3,0.9,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
4,1.0,0.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
5,3.0,0.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
6,19.2,4.1,9.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
7,4.9,7.0,0.8999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
8,13.3,7.5,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
9,3.4,1.8,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
10,15.5,6.3,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
11,9.7,1.7,7.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
12,13.7,2.0,2.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
13,23.0,3.5,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
14,5.0,7.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
15,15.6,9.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
16,24.0,8.6,3.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
17,19.3,7.8,7.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
18,8.9,4.1,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
19,22.2,4.2,8.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
20,10.8,8.9,0.8999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
21,12.7,8.5,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
22,12.8,8.9,1.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
23,22.3,8.0,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
24,12.4,7.6,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
25,12.4,6.7,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
26,4.9,0.2,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
27,6.4,3.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
28,11.5,4.8,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
29,8.4,5.7,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
30,13.3,9.4,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
31,12.7,8.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
32,9.9,0.1,6.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
33,7.5,4.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
34,15.8,8.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
35,16.9,3.8,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,"
