,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,17.9,9.0,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
1,12.3,4.8,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
2,3.8,0.4,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
3,8.0,3.3,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
4,20.7,5.5,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
5,12.8,4.7,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
6,20.3,2.2,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
7,13.9,2.7,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
8,18.5,2.2,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
9,19.1,8.8,1.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
10,17.6,1.7,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
11,14.0,9.2,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
12,24.0,9.6,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
13,22.9,8.7,3.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
14,20.2,3.1,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
15,18.6,6.1,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
16,9.3,3.2,7.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
17,1.4,4.1,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
18,21.4,8.2,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
19,14.1,8.8,0.20000000000000018,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
20,16.2,7.3,2.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
21,20.8,8.3,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
22,14.4,1.8,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
23,24.0,3.2,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
24,19.5,9.4,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
25,1.0,2.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,",
26,23.4,8.8,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
27,13.1,1.2,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
28,10.0,0.6,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
29,22.1,8.8,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
30,12.1,3.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,",
31,24.0,9.9,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
32,18.7,6.3,9.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
33,16.8,3.9,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
34,9.1,4.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,",
35,12.5,6.2,6.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
36,11.3,1.1,5.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
37,4.0,8.1,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
38,16.4,7.0,4.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
39,16.8,3.9,8.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
40,24.0,7.5,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
41,15.8,9.8,5.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,5,6,9,11,12,13,"
