Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,12.0,1.3,5.7,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
1,9.2,6.5,0.5,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
2,16.3,7.2,5.0,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
3,1.7,0.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
4,1.0,2.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
5,12.2,2.5,4.8,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
6,1.0,2.9,1.0,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
7,11.0,6.7,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
8,24.0,9.3,8.8,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
9,14.8,1.8,4.3,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
10,9.0,8.2,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
11,16.9,8.8,7.6,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
12,8.5,5.7,1.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
13,12.9,5.3,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
14,10.9,7.0,7.9,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
15,21.7,9.2,8.9,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
16,21.1,6.2,4.8,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
17,7.3,5.2,0.5,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,3,4,5,10,11,12"
