,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,18.8,5.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,4,6,7,8,9,10,11,12,"
1,14.8,7.0,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,4,6,7,8,9,10,11,12,"
2,21.3,7.9,7.9,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,4,6,7,8,9,10,11,12,"
3,14.0,8.4,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,4,6,7,8,9,10,11,12,"
4,15.7,3.6,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,4,6,7,8,9,10,11,12,"
5,1.3,2.9,4.1,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,4,6,7,8,9,10,11,12,"
6,17.0,2.4,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,4,6,7,8,9,10,11,12,"
7,7.7,1.2,3.5,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,4,6,7,8,9,10,11,12,"
8,9.5,6.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,4,6,7,8,9,10,11,12,"
9,15.1,3.2,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,4,6,7,8,9,10,11,12,"
