,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,13.4,6.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
1,13.8,8.9,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
2,11.3,3.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
3,7.0,0.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
4,21.7,9.6,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
5,6.9,1.5,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
6,5.2,1.1,3.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
7,1.0,2.3,2.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
8,3.5,1.7,3.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
9,1.0,0.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
10,4.9,5.6,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
11,19.3,4.0,9.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
12,8.9,6.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
13,3.4,2.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
14,17.0,4.7,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
15,24.0,8.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
16,24.0,7.7,8.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
17,17.7,4.7,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
18,13.1,5.2,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
19,6.6,0.3,9.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
20,7.7,4.8,0.3999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,3,4,5,6,7,8,9,10,12,13,16,"
