Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,13.7,7.7,1.2000000000000002,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
1,5.1,1.3,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
2,9.0,4.0,4.5,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
3,11.1,9.2,0.8999999999999999,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
4,20.1,5.8,6.0,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
5,17.4,1.8,8.3,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
6,10.8,5.7,1.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
7,23.9,8.3,8.1,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
8,16.7,3.8,6.5,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
9,9.8,3.2,4.8,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
10,12.8,8.6,2.7,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
11,19.9,6.6,1.9,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
12,2.4,7.7,3.0,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
13,15.8,8.7,5.9,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
14,4.0,2.5,0.0,"1,2,3,4,5,6,7,8,9,10,11",
15,24.0,9.2,6.9,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
16,15.8,5.8,1.0,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
17,24.0,7.5,9.5,"1,2,3,4,5,6,7,8,9,10,11","1,3,4,5,7,9,10,11"
