,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,12.7,6.5,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
1,21.4,2.5,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
2,6.0,3.5,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
3,6.2,0.1,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
4,13.7,6.0,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
5,14.9,9.2,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
6,9.0,3.5,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
7,6.1,2.5,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
8,15.3,8.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
9,16.7,2.1,6.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
10,15.3,9.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
11,11.2,7.5,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
12,10.6,5.3,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
13,24.0,8.8,9.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
14,9.5,2.3,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
15,14.1,9.9,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
16,12.7,6.5,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
17,10.0,2.7,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
18,19.0,5.9,5.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,9,10,11,13,14,15,16,17,"
