Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,23.0,7.4,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
1,8.0,1.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
2,21.8,6.2,7.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
3,15.3,2.9,7.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
4,9.2,5.8,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
5,13.0,7.0,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
6,19.0,7.8,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
7,1.0,2.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
8,15.5,0.6,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
9,13.0,2.6,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
10,1.0,3.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
11,2.2,1.2,1.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
12,14.0,9.9,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
13,13.8,1.4,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
14,10.4,2.2,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
15,8.7,5.1,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
16,15.5,2.3,7.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
17,1.4,4.8,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
18,21.9,7.1,7.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
19,7.5,5.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
20,21.0,8.9,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
21,1.0,1.3,3.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
22,15.3,8.5,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
23,5.9,1.0,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
24,1.8,5.5,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
25,14.1,0.9,9.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
26,23.7,7.9,9.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
27,5.5,5.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
28,8.8,0.2,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
29,13.2,2.5,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
30,7.5,1.3,2.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
31,24.0,9.8,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
32,13.4,5.1,2.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
33,21.1,5.8,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
34,14.1,3.4,5.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
35,7.2,3.5,2.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
36,4.3,0.3,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
37,5.1,5.9,1.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
38,16.3,7.0,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
39,24.0,4.8,9.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
40,7.9,6.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
41,6.9,1.9,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
42,14.2,6.7,6.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
43,18.2,8.2,4.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
44,19.1,7.3,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
45,15.8,7.6,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
46,6.0,0.5,9.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
47,22.9,6.7,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
48,7.0,1.1,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
49,15.1,9.4,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
50,19.0,6.8,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,14,15"
