Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,23.0,6.0,6.0,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
1,14.4,3.3,8.1,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
2,10.3,3.3,8.8,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
3,13.3,6.5,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
4,12.2,4.7,8.6,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
5,14.1,3.3,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
6,14.6,3.8,2.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
7,2.4,2.4,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
8,13.9,7.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
9,24.0,9.5,9.5,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
10,5.1,4.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
11,24.0,9.2,5.8,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
12,18.0,8.7,2.0,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
13,12.2,3.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
14,16.6,8.2,7.0,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
15,9.8,5.8,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
16,24.0,9.0,9.8,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
17,17.4,9.7,2.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
18,21.0,5.9,2.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
19,6.5,1.6,4.4,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
20,19.3,9.3,4.8,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
21,9.4,1.6,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
22,15.3,3.3,5.8,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
23,20.1,3.9,9.7,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
24,10.6,4.6,0.8999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
25,1.0,3.8,2.5,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
26,4.0,2.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
27,6.6,2.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
28,17.9,4.9,6.6,"1,2,3,4,5,6,7,8,9,10,11,12","1,2,5,6,7,9,10,11,12"
