Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,13.6,6.6,3.3,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
1,8.4,0.5,9.1,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
2,7.2,1.8,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
3,22.5,8.0,9.3,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
4,15.8,7.4,4.5,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
5,14.8,9.3,2.2,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
6,1.0,3.5,0.0,"1,2,3,4,5,6,7,8,9,10,11",
7,18.5,2.5,6.0,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
8,6.5,2.4,1.6,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
9,1.0,1.3,3.7,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
10,12.0,2.1,4.2,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
11,11.8,3.9,7.800000000000001,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
12,12.5,3.4,3.0,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
13,14.8,1.9,5.1,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
14,13.1,2.8,2.2,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
15,17.6,9.1,4.6,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
16,16.3,9.0,4.6,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
17,5.5,1.1,4.4,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
18,9.2,4.9,4.1,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
19,14.2,3.5,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
20,21.6,8.4,8.8,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
21,12.0,7.6,4.2,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
22,4.2,5.7,0.8999999999999999,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
23,15.0,2.8,8.5,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
24,16.0,6.6,6.9,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
25,6.1,6.5,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
26,24.0,7.3,8.6,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
27,23.5,2.2,8.3,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
28,16.5,5.1,3.0,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
29,19.6,9.1,8.6,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
30,4.9,0.9,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
31,24.0,7.1,8.7,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
32,11.6,3.6,9.3,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,5,7,9,10"
