,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,9.4,4.1,4.1,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
1,12.5,8.6,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
2,24.0,4.1,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
3,17.4,6.5,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
4,18.0,6.7,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
5,21.0,1.2,8.9,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
6,4.8,2.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,",
7,13.6,2.0,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
8,1.0,0.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,",
9,9.5,5.1,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
10,15.6,5.8,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
11,11.8,1.9,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
12,13.0,8.3,2.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
13,2.6,0.9,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
14,7.8,1.1,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
15,7.8,2.9,5.0,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
16,7.5,3.4,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
17,24.0,9.2,9.3,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
18,17.4,9.2,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
19,9.1,4.4,0.20000000000000018,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
20,21.2,9.3,7.1,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
21,1.0,3.2,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
22,17.9,8.7,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
23,3.1,2.1,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
24,20.9,1.3,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
25,4.5,3.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,",
26,24.0,7.4,9.1,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
27,8.8,3.9,3.2,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
28,8.1,5.0,3.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
29,17.5,0.6,9.3,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
30,19.3,2.5,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
31,5.3,0.1,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
32,14.9,5.6,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
33,5.3,1.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,",
34,13.9,3.5,8.9,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
35,13.1,8.3,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,","2,3,5,6,7,8,9,10,11,12,"
