,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,19.8,9.4,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
1,18.3,8.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
2,8.0,4.6,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
3,13.1,3.3,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
4,8.4,3.6,0.8999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
5,24.0,7.4,7.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
6,21.0,5.0,3.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
7,11.0,4.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
8,10.8,3.5,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
9,11.8,4.6,1.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
10,19.4,2.3,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
11,16.9,4.7,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
12,6.8,4.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
13,12.8,6.0,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
14,8.0,1.4,0.3999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
15,8.0,1.1,7.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
16,14.1,3.5,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
17,16.5,6.4,5.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
18,13.4,6.3,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
19,9.7,2.1,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
20,8.8,0.9,5.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
21,15.6,8.6,6.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
22,24.0,5.2,9.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
23,2.9,3.2,1.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
24,9.8,2.5,9.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
25,5.7,3.4,3.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
26,10.6,2.9,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
27,19.5,8.1,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
28,10.0,0.1,9.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
29,14.7,5.4,9.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
30,11.8,7.9,1.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
31,7.9,1.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
32,6.7,6.4,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
33,22.6,5.5,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
34,14.0,1.7,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
35,3.6,1.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
36,16.4,1.1,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
37,7.2,0.4,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
38,18.3,9.6,4.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
39,15.8,6.6,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
40,3.2,1.8,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
41,7.9,0.8,5.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
42,24.0,8.8,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
43,18.6,4.1,9.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
44,12.3,0.5,5.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
45,17.5,8.7,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
46,10.6,4.9,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
47,9.5,3.3,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
48,23.4,6.4,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
49,10.1,2.0,3.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
50,23.3,8.3,9.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
51,1.0,1.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,8,9,10,11,12,13,"
