Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,9.2,0.4,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
1,24.0,8.8,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
2,8.7,1.3,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
3,2.0,2.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
4,18.8,5.0,8.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
5,13.7,1.6,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
6,19.7,0.1,9.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
7,3.6,3.4,4.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
8,23.0,9.8,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
9,19.1,8.0,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
10,22.3,9.6,7.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
11,16.3,3.3,9.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
12,13.5,1.5,6.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
13,18.3,8.1,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
14,19.3,5.8,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
15,10.8,8.1,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
16,9.4,3.5,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
17,11.5,5.3,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
18,7.4,2.9,7.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
19,20.1,7.6,6.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
20,24.0,5.8,8.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
21,13.3,7.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
22,4.9,2.1,1.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
23,18.6,3.9,6.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
24,4.7,0.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
25,12.2,4.9,7.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
26,19.0,7.7,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
27,17.4,4.3,0.8999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
28,22.6,8.8,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
29,24.0,8.8,7.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
30,21.2,7.7,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
31,11.8,0.5,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
32,24.0,5.5,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,5,6,7,8,9,10,11,12,13,14"
