,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,22.9,5.3,9.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
1,16.6,8.1,4.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
2,24.0,9.0,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
3,8.4,4.2,3.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
4,15.6,8.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
5,20.8,4.8,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
6,7.8,1.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
7,16.2,5.1,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
8,5.6,3.5,3.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
9,17.8,5.1,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
10,9.1,4.4,7.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
11,1.0,1.7,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
12,19.1,8.5,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
13,16.8,6.4,8.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
14,9.7,3.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
15,5.3,2.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
16,20.4,3.3,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
17,22.1,9.4,8.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
18,14.0,5.8,1.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
19,14.3,9.8,3.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
20,5.7,0.8,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,4,5,6,7,8,9,10,11,12,13,15,"
21,9.2,5.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
