,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,23.5,4.6,9.0,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
1,6.6,3.7,0.10000000000000009,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
2,5.4,1.0,0.0,"1,2,3,4,5,6,7,8,9,",
3,21.0,8.8,2.2,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
4,23.6,0.8,8.7,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
5,10.7,3.5,7.199999999999999,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
6,2.9,3.2,3.5,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
7,1.0,3.7,0.0,"1,2,3,4,5,6,7,8,9,",
8,12.7,8.6,0.6000000000000001,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
9,14.9,0.6,9.1,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
10,10.9,2.2,3.5999999999999996,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
11,23.3,8.2,7.9,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
12,6.1,4.6,0.10000000000000009,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
13,12.7,3.1,8.9,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
14,21.6,7.7,9.7,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
15,13.3,5.0,5.3,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
16,15.2,4.5,2.5999999999999996,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
17,19.3,2.9,5.0,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
18,10.4,0.2,0.8999999999999999,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
19,6.7,5.0,0.2999999999999998,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
20,14.5,1.7,6.300000000000001,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
21,15.4,5.1,4.4,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
22,3.1,3.2,2.2,"1,2,3,4,5,6,7,8,9,","1,2,4,5,6,7,8,9,"
