Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,21.2,3.0,9.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
1,2.4,1.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
2,10.8,5.6,2.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
3,17.4,7.3,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
4,12.8,7.4,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
5,24.0,8.9,5.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
6,10.6,5.2,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
7,22.9,9.1,7.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
8,24.0,6.6,7.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
9,15.8,6.7,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
10,12.3,2.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
11,2.0,2.7,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
12,21.1,6.8,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
13,21.3,3.5,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
14,10.7,9.1,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
15,16.7,8.3,5.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
16,6.3,1.0,0.8999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
17,9.2,2.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
18,19.8,7.1,2.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
19,11.6,9.1,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
20,20.3,9.4,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
21,7.0,7.6,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
22,5.8,6.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
23,16.0,6.9,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
24,7.7,5.6,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
25,21.7,7.7,8.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
26,7.5,6.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
27,14.8,4.1,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
28,1.0,0.4,5.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
29,16.1,6.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
30,18.3,3.7,3.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
31,11.6,3.4,2.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
32,17.9,5.0,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
33,4.9,7.0,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
34,20.2,9.0,3.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
35,24.0,7.5,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
36,7.5,4.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
37,1.0,0.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
38,21.0,3.4,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
39,8.2,8.5,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
40,17.2,1.0,7.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
41,10.8,0.5,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
42,20.0,9.0,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
43,23.2,4.4,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
44,6.7,1.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",
45,7.9,2.1,0.3999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
46,17.2,3.4,7.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
47,14.3,2.9,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
48,21.2,7.9,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
49,13.5,4.0,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
50,18.9,8.0,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,3,5,7,8,10,11,13"
