,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,11.5,2.9,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
1,24.0,4.9,9.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
2,12.8,2.3,3.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
3,12.0,5.5,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
4,22.2,4.1,6.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
5,1.0,1.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
6,1.0,0.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
7,24.0,9.6,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
8,7.7,3.3,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
9,15.7,8.9,1.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
10,16.0,8.5,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
11,19.9,7.9,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
12,10.9,5.1,3.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
13,1.0,1.4,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
14,8.7,3.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
15,8.9,4.0,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
16,22.6,4.0,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
17,2.0,1.2,3.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
18,12.9,7.2,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
19,13.7,0.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
20,3.4,5.3,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
21,18.1,4.5,9.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
22,4.9,2.9,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
23,14.7,1.9,9.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
24,9.3,1.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
25,14.0,7.4,6.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
26,20.5,8.0,8.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
27,14.0,8.1,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
28,7.3,7.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
29,24.0,4.8,9.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
30,16.0,8.3,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
31,11.2,9.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
32,1.0,0.1,1.2000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
33,23.0,5.0,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
34,17.0,6.9,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
35,11.7,2.6,3.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
36,11.6,4.2,3.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
37,15.8,6.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,",
38,17.1,9.0,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
39,6.3,3.7,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
40,11.9,8.0,2.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
41,16.8,7.5,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
42,3.3,3.1,1.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
43,12.6,6.7,2.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,","1,2,4,5,6,8,10,11,12,13,14,16,17,"
