,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,4.4,1.9,2.3,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
1,9.7,1.4,5.8,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
2,4.8,3.0,1.0,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
3,15.1,8.4,1.2000000000000002,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
4,12.5,2.5,8.0,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
5,24.0,8.9,9.2,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
6,22.4,4.2,7.6,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
7,2.4,0.6,5.8,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
8,8.5,6.6,0.3999999999999999,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
9,11.5,6.9,6.4,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
10,17.6,0.7,9.4,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
11,7.0,0.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,",
12,9.6,0.4,0.3999999999999999,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
13,24.0,9.3,8.5,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
14,18.3,2.9,9.5,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
15,24.0,9.0,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
16,18.4,9.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,",
17,1.0,0.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,",
18,18.6,3.4,7.1,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
19,13.8,9.3,6.0,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
20,9.7,7.0,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
21,23.3,6.7,9.9,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
22,21.4,2.5,9.5,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
23,24.0,9.8,7.5,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
24,14.7,7.3,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
25,13.7,3.3,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
26,11.9,7.4,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
27,5.4,0.3,7.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
28,18.0,8.3,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
29,14.5,6.5,7.0,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
30,9.0,2.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,",
31,16.4,8.5,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
32,5.9,2.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,",
33,6.7,4.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,",
34,12.1,3.6,5.2,"1,2,3,4,5,6,7,8,9,10,11,","1,2,5,6,7,8,10,11,"
