,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,14.8,0.2,9.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
1,3.0,0.7,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
2,10.8,7.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
3,6.5,4.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
4,6.8,8.0,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
5,21.0,8.8,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
6,2.8,5.7,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
7,9.2,5.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
8,12.5,1.2,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
9,9.2,6.3,1.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
10,15.6,7.1,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
11,11.1,5.3,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
12,10.3,2.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
13,18.3,3.8,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
14,8.8,6.2,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
15,20.6,4.5,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
16,24.0,9.7,3.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
17,14.7,2.9,8.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
18,23.4,2.2,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
19,12.2,5.0,5.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
20,15.5,8.1,3.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
21,17.1,5.2,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
22,24.0,9.9,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
23,19.2,7.9,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
24,20.5,1.1,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
25,15.9,4.5,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
26,1.0,0.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
27,18.7,8.6,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
28,11.7,5.3,1.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
29,17.3,7.1,0.20000000000000018,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
30,14.1,2.7,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
31,18.8,9.5,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
32,14.2,2.8,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
33,3.4,3.3,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
34,14.0,7.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
35,19.8,9.2,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
36,12.2,2.9,9.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
37,13.3,9.9,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
38,14.7,4.5,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,"
