,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,19.5,8.2,2.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
1,21.6,3.9,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
2,21.2,8.8,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
3,7.8,5.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
4,5.6,0.9,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
5,10.0,7.0,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
6,21.6,8.5,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
7,21.3,2.2,8.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
8,6.0,1.6,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
9,2.9,2.0,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
10,3.0,0.1,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
11,20.1,8.4,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
12,10.4,0.7,3.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
13,7.5,1.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
14,16.5,5.5,7.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
15,9.9,5.1,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
16,7.1,1.6,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
17,9.4,0.1,2.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,2,3,4,6,8,9,10,11,12,13,14,15,16,"
18,13.1,9.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
