,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,1.0,1.3,0.0,"1,2,3,4,5,6,7,8,9,",
1,22.5,3.9,9.6,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
2,16.8,6.9,9.8,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
3,4.6,5.6,0.0,"1,2,3,4,5,6,7,8,9,",
4,1.0,0.4,0.0,"1,2,3,4,5,6,7,8,9,",
5,7.9,6.0,4.0,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
6,24.0,0.8,5.8,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
7,5.6,0.8,0.0,"1,2,3,4,5,6,7,8,9,",
8,17.7,6.7,5.4,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
9,16.1,6.2,0.0,"1,2,3,4,5,6,7,8,9,",
10,1.0,0.5,0.0,"1,2,3,4,5,6,7,8,9,",
11,5.9,3.8,3.5,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
12,20.3,8.5,6.0,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
13,7.6,5.9,0.0,"1,2,3,4,5,6,7,8,9,",
14,19.8,8.5,4.0,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
15,23.5,8.2,4.3,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
16,13.8,4.2,2.7,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
17,1.7,0.9,0.2999999999999998,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
18,24.0,9.1,2.7,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
19,20.5,4.0,9.2,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
20,19.9,3.9,9.0,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
21,10.6,3.6,2.8,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
22,15.5,7.4,2.0999999999999996,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
23,7.2,3.7,2.2,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
24,13.3,4.7,9.4,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
25,11.4,2.1,1.9,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
26,7.5,5.3,1.9,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
27,22.2,5.6,5.3,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
28,5.3,2.5,2.5,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
29,24.0,4.5,9.2,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
30,19.4,7.1,5.7,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
31,15.0,9.9,3.3,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
32,14.9,1.5,9.0,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
33,17.4,4.5,6.0,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
34,18.3,5.9,6.800000000000001,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
35,8.4,1.8,4.6,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,8,9,"
