,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,13.3,8.4,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
1,24.0,5.4,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
2,16.6,9.1,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
3,13.1,7.6,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
4,19.2,8.4,7.9,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
5,21.1,8.0,2.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
6,11.5,6.1,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
7,1.0,0.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,",
8,20.0,2.6,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
9,23.8,9.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,",
10,18.6,6.9,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
11,14.5,6.6,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
12,16.0,6.6,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
13,7.2,8.0,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
14,7.3,9.4,0.3999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
15,17.9,3.6,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
16,13.5,5.0,1.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
17,12.3,7.1,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
18,19.8,7.8,9.6,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
19,19.1,3.4,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
20,22.1,5.5,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
21,18.4,5.8,9.1,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
22,4.5,2.8,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
23,14.5,7.5,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
24,9.2,5.2,4.7,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
25,23.9,7.1,7.9,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
26,11.0,2.9,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
27,7.6,3.2,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
28,14.0,5.5,2.2,"1,2,3,4,5,6,7,8,9,10,11,12,","1,2,3,4,5,6,7,8,9,10,12,"
