,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,20.0,6.5,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
1,12.6,0.1,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
2,2.9,0.6,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
3,14.1,4.5,4.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
4,9.8,8.7,3.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
5,22.0,8.1,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
6,11.8,2.3,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
7,22.8,7.7,9.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
8,11.7,0.9,9.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
9,13.1,1.1,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
10,20.4,4.4,6.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
11,1.6,2.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,",
12,13.3,8.0,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
13,11.9,8.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,",
14,21.5,9.7,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
15,16.6,8.5,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
16,20.7,7.5,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
17,9.9,8.3,0.20000000000000018,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
18,12.1,9.5,3.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
19,15.4,9.7,9.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
20,16.0,7.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,",
21,7.4,5.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,",
22,11.8,5.6,2.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
23,1.0,1.9,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
24,5.7,3.4,5.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
25,24.0,8.7,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
26,14.5,8.6,2.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
27,9.9,3.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,",
28,15.6,4.3,8.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
29,24.0,8.8,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
30,15.5,4.9,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
31,7.0,3.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,",
32,17.5,5.9,3.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
33,16.9,8.2,1.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
34,16.2,5.1,3.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
35,13.9,6.4,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
36,12.5,0.7,7.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
37,12.6,5.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,",
38,12.0,6.7,0.8999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
39,1.0,1.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,",
40,15.1,5.0,2.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
41,15.5,2.8,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
42,14.4,9.8,3.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
43,23.1,4.0,7.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,","1,2,3,4,6,7,8,9,10,11,12,"
