,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,10.1,2.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
1,17.2,2.7,5.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
2,9.5,3.5,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
3,16.6,3.5,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
4,16.1,6.6,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
5,17.1,4.1,3.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
6,24.0,9.3,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
7,12.6,9.0,1.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
8,14.3,1.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
9,6.9,3.1,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
10,8.5,0.1,5.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
11,22.8,8.6,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
12,24.0,8.8,7.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
13,6.1,3.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
14,13.1,0.8,6.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
15,5.0,3.3,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
16,1.0,4.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
17,15.1,4.8,8.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
18,15.7,0.4,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
19,15.5,5.0,8.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
20,22.4,9.1,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
21,18.6,0.1,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
22,1.6,3.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
23,8.1,5.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
24,3.5,1.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
25,8.6,4.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
26,10.8,1.1,6.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
27,18.7,6.5,5.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
28,5.5,3.4,9.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
29,1.0,2.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
30,8.3,2.0,5.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
31,15.0,7.4,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
32,6.1,1.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
33,20.9,5.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,",
34,10.0,1.1,7.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
35,14.8,8.6,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
36,9.5,3.7,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
37,7.1,2.4,5.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
38,6.4,3.0,3.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
39,14.2,5.0,9.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,","1,3,7,8,9,11,12,13,14,15,16,"
