,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,12.5,7.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
1,18.4,0.6,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,5,6,7,8,9,10,12,13,14,15,"
2,13.1,4.3,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,5,6,7,8,9,10,12,13,14,15,"
3,8.6,1.6,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,5,6,7,8,9,10,12,13,14,15,"
4,8.0,0.4,2.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,5,6,7,8,9,10,12,13,14,15,"
5,19.8,3.6,7.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,5,6,7,8,9,10,12,13,14,15,"
6,11.4,4.8,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,5,6,7,8,9,10,12,13,14,15,"
7,19.2,0.8,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,5,6,7,8,9,10,12,13,14,15,"
8,11.9,7.3,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,5,6,7,8,9,10,12,13,14,15,"
9,20.3,8.7,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,5,6,7,8,9,10,12,13,14,15,"
10,19.9,1.5,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,5,6,7,8,9,10,12,13,14,15,"
11,9.9,1.5,6.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,5,6,7,8,9,10,12,13,14,15,"
