,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,7.7,5.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,",
1,24.0,6.9,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
2,18.6,8.7,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
3,22.0,5.2,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
4,14.1,1.6,9.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
5,2.7,3.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,",
6,5.2,2.3,8.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
7,15.4,6.9,4.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
8,16.8,9.4,1.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
9,16.0,6.7,8.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
10,16.3,2.5,8.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
11,11.6,4.9,8.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
12,13.9,2.3,3.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
13,18.1,6.6,3.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
14,12.3,5.0,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
15,17.2,3.6,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
16,12.1,2.2,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
17,9.5,6.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,",
18,13.0,7.0,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
19,10.3,3.0,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
20,24.0,9.1,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
21,10.3,1.9,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
22,13.8,4.2,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
23,24.0,8.5,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
24,4.7,4.6,3.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
25,8.7,0.7,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
26,21.9,3.8,7.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
27,11.7,9.0,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
28,20.3,9.1,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
29,24.0,5.7,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
30,10.9,5.1,3.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,7,8,9,10,11,12,13,14,"
