,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,5.4,3.0,0.0,"1,2,3,4,5,6,7,8,9,",
1,13.0,2.0,7.300000000000001,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
2,6.5,0.1,0.5,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
3,9.4,3.5,4.0,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
4,10.7,1.2,4.2,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
5,13.7,0.8,5.3,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
6,24.0,8.3,5.1,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
7,5.9,2.3,8.1,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
8,9.3,6.5,0.0,"1,2,3,4,5,6,7,8,9,",
9,20.5,9.4,5.9,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
10,14.5,4.7,0.0,"1,2,3,4,5,6,7,8,9,",
11,4.2,9.9,2.2,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
12,6.3,1.1,1.1,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
13,14.5,6.2,4.9,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
14,12.9,6.5,0.0,"1,2,3,4,5,6,7,8,9,",
15,8.6,8.8,0.0,"1,2,3,4,5,6,7,8,9,",
16,20.5,4.6,7.699999999999999,"1,2,3,4,5,6,7,8,9,","1,2,3,4,5,6,7,9,"
17,5.0,0.1,0.0,"1,2,3,4,5,6,7,8,9,",
