,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,8.7,4.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
1,11.4,7.8,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,"
2,24.0,3.0,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,"
3,7.3,6.2,3.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,"
4,21.2,5.0,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,"
5,8.1,4.9,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,"
6,18.2,7.5,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,"
7,24.0,9.9,9.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,"
8,21.1,6.5,8.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,"
9,17.5,8.9,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,"
10,24.0,3.4,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,"
11,12.2,3.3,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,"
