,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,24.0,8.7,9.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
1,6.1,2.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
2,4.2,1.1,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
3,1.0,5.5,2.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
4,21.5,7.9,5.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
5,18.2,5.1,9.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
6,13.9,6.2,1.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
7,20.7,6.8,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
8,8.0,5.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
9,7.5,4.4,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
10,22.7,9.2,1.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
11,3.4,2.4,3.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
12,16.5,5.8,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
13,11.4,3.5,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
14,2.6,1.9,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
15,4.6,0.7,3.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
16,12.9,2.9,6.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
17,14.2,3.0,4.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,","1,2,3,4,5,6,7,8,9,10,11,12,"
