Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,23.3,8.9,9.7,"1,2,3,4,5,6,7,8","1,3,4,8"
1,9.6,6.6,0.0,"1,2,3,4,5,6,7,8",
2,17.0,7.7,0.0,"1,2,3,4,5,6,7,8",
3,21.5,9.1,6.1,"1,2,3,4,5,6,7,8","1,3,4,8"
4,13.1,2.9,3.4000000000000004,"1,2,3,4,5,6,7,8","1,3,4,8"
5,9.5,1.4,6.0,"1,2,3,4,5,6,7,8","1,3,4,8"
6,1.0,0.4,0.8999999999999999,"1,2,3,4,5,6,7,8","1,3,4,8"
7,24.0,7.2,8.1,"1,2,3,4,5,6,7,8","1,3,4,8"
8,10.7,0.5,6.199999999999999,"1,2,3,4,5,6,7,8","1,3,4,8"
9,17.1,4.4,6.5,"1,2,3,4,5,6,7,8","1,3,4,8"
10,20.4,9.1,2.8,"1,2,3,4,5,6,7,8","1,3,4,8"
11,17.2,2.4,9.2,"1,2,3,4,5,6,7,8","1,3,4,8"
12,11.8,9.8,6.1,"1,2,3,4,5,6,7,8","1,3,4,8"
13,11.9,2.8,6.9,"1,2,3,4,5,6,7,8","1,3,4,8"
14,2.5,2.4,0.0,"1,2,3,4,5,6,7,8",
