,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,11.4,5.0,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
1,4.5,2.3,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
2,10.0,5.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,",
3,15.7,8.1,4.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
4,18.0,8.2,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
5,5.7,6.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,",
6,8.2,3.9,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
7,5.5,2.3,3.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
8,24.0,9.8,8.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
9,9.2,7.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,",
10,5.8,6.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,",
11,13.4,9.3,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
12,21.1,3.8,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
13,13.6,5.5,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
14,8.5,5.6,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
15,2.9,5.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,",
16,23.7,4.2,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
17,12.6,5.9,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
18,5.6,0.8,6.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
19,6.1,0.1,5.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,","1,2,3,5,6,7,8,9,10,11,12,13,16,17,18,"
