,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,24.0,8.7,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
1,4.2,4.1,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
2,10.3,6.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
3,12.2,7.0,1.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
4,11.0,7.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
5,14.5,3.5,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
6,15.2,2.5,6.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
7,16.9,7.7,3.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
8,14.0,5.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
9,17.9,9.4,8.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
10,8.7,1.0,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
11,18.1,6.7,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
12,12.0,5.6,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
13,14.7,9.6,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
14,9.3,4.7,2.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
15,14.2,0.1,8.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
16,9.9,8.2,0.3999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
17,24.0,8.8,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
18,8.4,9.5,1.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
19,18.4,7.9,4.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
20,20.6,6.8,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","1,2,3,4,5,7,8,10,11,13,14,"
