,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,24.0,5.0,9.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
1,24.0,8.8,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
2,9.2,1.1,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
3,15.4,7.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
4,4.9,2.7,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
5,16.6,5.6,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
6,7.0,8.8,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
7,24.0,9.1,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
8,12.6,6.0,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
9,4.6,2.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
10,13.9,1.5,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
11,15.8,9.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,",
12,9.5,2.2,7.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
13,16.7,0.3,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
14,23.3,9.3,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,","2,3,5,6,7,9,10,11,12,13,15,"
