,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,11.9,3.8,0.10000000000000009,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
1,24.0,9.1,4.4,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
2,9.8,4.4,2.4000000000000004,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
3,23.5,9.4,2.7,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
4,10.3,8.7,1.5,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
5,15.0,7.4,0.0,"1,2,3,4,5,6,7,8,9,",
6,24.0,7.7,6.199999999999999,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
7,15.8,9.9,3.2,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
8,13.4,4.3,7.6,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
9,13.6,7.4,2.9000000000000004,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
10,21.8,8.0,7.300000000000001,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
11,5.2,4.5,0.0,"1,2,3,4,5,6,7,8,9,",
12,18.0,8.8,0.0,"1,2,3,4,5,6,7,8,9,",
13,19.6,8.6,2.5999999999999996,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
14,19.5,3.8,5.9,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
15,11.4,7.8,0.0,"1,2,3,4,5,6,7,8,9,",
16,16.1,5.9,3.5,"1,2,3,4,5,6,7,8,9,","2,3,4,5,6,7,8,9,"
