Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,14.7,5.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13",
1,20.0,6.6,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13","3,4,5,8,9,10,12,13"
2,19.1,6.0,8.8,"1,2,3,4,5,6,7,8,9,10,11,12,13","3,4,5,8,9,10,12,13"
3,7.1,2.4,3.8,"1,2,3,4,5,6,7,8,9,10,11,12,13","3,4,5,8,9,10,12,13"
4,24.0,9.2,7.0,"1,2,3,4,5,6,7,8,9,10,11,12,13","3,4,5,8,9,10,12,13"
5,13.8,2.2,5.2,"1,2,3,4,5,6,7,8,9,10,11,12,13","3,4,5,8,9,10,12,13"
6,12.4,4.4,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13","3,4,5,8,9,10,12,13"
7,24.0,3.2,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13","3,4,5,8,9,10,12,13"
8,5.9,9.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13",
9,14.4,8.3,3.0,"1,2,3,4,5,6,7,8,9,10,11,12,13","3,4,5,8,9,10,12,13"
10,4.3,5.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13",
11,21.0,8.5,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,13","3,4,5,8,9,10,12,13"
12,1.0,0.3,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13","3,4,5,8,9,10,12,13"
13,16.7,7.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13",
14,18.4,3.2,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13","3,4,5,8,9,10,12,13"
