,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,6.8,3.4,2.5999999999999996,"1,2,3,4,5,","1,2,3,4,5,"
1,24.0,7.6,1.9,"1,2,3,4,5,","1,2,3,4,5,"
2,15.2,4.2,8.0,"1,2,3,4,5,","1,2,3,4,5,"
3,5.7,0.9,0.0,"1,2,3,4,5,",
4,18.8,9.7,1.1,"1,2,3,4,5,","1,2,3,4,5,"
5,13.7,5.7,0.0,"1,2,3,4,5,",
6,6.4,5.2,0.0,"1,2,3,4,5,",
7,11.9,5.5,1.4,"1,2,3,4,5,","1,2,3,4,5,"
8,5.5,4.9,2.3,"1,2,3,4,5,","1,2,3,4,5,"
9,14.5,8.5,5.0,"1,2,3,4,5,","1,2,3,4,5,"
10,11.9,9.9,0.7999999999999998,"1,2,3,4,5,","1,2,3,4,5,"
11,10.7,2.0,5.5,"1,2,3,4,5,","1,2,3,4,5,"
12,9.5,2.9,2.9000000000000004,"1,2,3,4,5,","1,2,3,4,5,"
13,15.8,1.7,6.699999999999999,"1,2,3,4,5,","1,2,3,4,5,"
