,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,12.2,5.5,2.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
1,16.8,5.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
2,15.7,6.3,1.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
3,19.0,1.6,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
4,17.0,1.1,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
5,5.3,3.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
6,15.2,7.1,1.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
7,1.0,0.4,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
8,9.2,3.5,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
9,17.7,6.9,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
10,14.9,9.4,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
11,17.5,9.9,3.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
12,12.9,8.4,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
13,13.6,7.1,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
14,1.0,5.6,6.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
15,13.5,6.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
16,12.5,9.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
17,11.2,5.0,5.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
18,24.0,8.6,7.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
19,5.8,5.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
20,24.0,9.4,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
21,14.3,6.5,3.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
22,15.4,1.6,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
23,13.4,3.2,7.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
24,5.9,5.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
25,9.5,3.5,2.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
26,18.3,7.1,4.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
27,6.7,8.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
28,12.8,1.2,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
29,8.8,5.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
30,14.3,9.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
31,9.6,7.3,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
32,9.4,9.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
33,11.2,8.6,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
34,5.7,0.1,3.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
35,24.0,4.3,4.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
36,14.5,2.8,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
37,6.4,0.9,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
38,1.3,0.8,4.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
39,1.0,1.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
40,19.2,8.5,5.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
41,21.5,7.7,4.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
42,2.9,3.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
43,14.8,8.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
44,19.4,7.8,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
45,17.5,7.9,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
46,9.7,2.5,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
47,16.3,6.6,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
48,14.4,9.1,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
49,14.3,4.5,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
50,8.5,4.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
51,10.3,6.7,0.3999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
52,8.3,0.1,3.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
53,3.4,0.8,2.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
54,7.3,3.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
55,1.0,2.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
56,14.4,9.9,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
57,4.6,6.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
58,1.0,1.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
59,1.0,3.4,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
60,15.2,8.5,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
61,3.2,1.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,",
62,12.2,3.3,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
63,21.9,7.4,9.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,","1,2,3,4,5,7,8,9,10,11,12,14,15,16,"
