Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,18.8,0.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
1,20.7,4.2,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
2,7.6,5.9,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
3,10.6,8.1,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
4,24.0,7.9,8.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
5,14.4,7.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
6,6.7,2.0,3.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
7,24.0,9.6,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
8,7.4,6.1,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
9,14.6,1.1,5.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
10,14.2,3.2,8.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
11,5.8,0.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
12,14.5,2.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
13,1.0,0.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
14,18.7,7.6,7.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
15,7.5,3.9,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
16,9.3,2.3,1.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
17,24.0,9.7,6.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
18,1.0,1.6,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
19,20.9,5.0,8.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
20,15.3,1.1,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
21,20.7,7.2,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
22,24.0,9.7,9.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
23,12.3,4.8,1.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
24,4.8,3.4,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
25,8.4,2.1,4.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
26,11.0,6.3,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
27,1.2,1.7,6.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
28,10.7,3.4,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
29,20.5,5.1,3.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
30,11.3,6.7,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
31,9.6,2.4,6.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
32,5.0,2.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
33,4.7,1.0,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,3,4,5,6,9,10,12,14,16"
