Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,21.0,0.6,9.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
1,13.8,0.5,9.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
2,11.7,2.6,2.9000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
3,18.0,2.7,9.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
4,15.1,5.6,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
5,18.5,6.3,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
6,10.3,8.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
7,14.4,6.0,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
8,13.5,3.7,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
9,15.9,2.1,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
10,7.5,5.3,0.8999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
11,5.3,5.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
12,5.7,8.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
13,16.3,3.3,6.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
14,12.5,0.2,8.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
15,15.3,9.2,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
16,19.3,4.6,8.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
17,19.6,5.5,7.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
18,18.4,5.3,7.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
19,20.4,6.8,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
20,19.2,5.0,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
21,21.8,4.3,9.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
22,11.4,2.0,5.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
23,13.7,2.2,6.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
24,7.4,5.3,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
25,16.0,8.3,6.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
26,24.0,9.4,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
27,2.3,3.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
28,1.6,4.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
29,12.1,0.5,5.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
30,13.2,0.4,6.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
31,15.1,1.5,8.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
32,16.5,8.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
33,5.1,9.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
34,22.1,7.4,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
35,17.6,9.9,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
36,11.8,9.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
37,16.2,8.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
38,21.7,7.7,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
39,14.3,8.1,5.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
40,14.5,6.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
41,20.0,4.5,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
42,10.5,7.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
43,19.5,4.7,9.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,5,6,7,8,9,11,12,13,14,15,16"
44,14.7,9.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
