Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,9.2,0.9,2.8,"1,2,3","1,3"
1,10.6,2.6,6.800000000000001,"1,2,3","1,3"
2,9.4,2.9,0.5,"1,2,3","1,3"
3,1.0,1.0,0.0,"1,2,3",
4,18.3,2.7,5.2,"1,2,3","1,3"
5,16.3,6.3,2.3,"1,2,3","1,3"
6,9.0,6.2,8.7,"1,2,3","1,3"
7,10.2,9.6,0.2999999999999998,"1,2,3","1,3"
8,14.7,1.8,3.5999999999999996,"1,2,3","1,3"
9,19.1,5.3,9.9,"1,2,3","1,3"
10,22.9,8.2,9.4,"1,2,3","1,3"
11,19.4,8.6,0.0,"1,2,3",
12,1.1,1.7,0.0,"1,2,3",
