Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,10.7,7.1,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
1,22.3,5.6,9.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
2,1.0,1.0,7.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
3,14.8,3.4,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
4,10.6,6.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
5,16.5,7.2,5.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
6,9.5,3.1,2.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
7,7.4,7.5,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
8,1.2,7.1,2.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
9,19.6,6.6,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
10,24.0,7.0,6.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
11,7.3,4.1,7.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
12,4.3,6.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
13,13.6,3.2,3.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
14,15.9,2.0,8.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
15,24.0,5.7,1.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
16,24.0,9.8,7.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
17,13.0,5.0,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
18,7.8,8.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
19,16.4,2.5,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
20,10.9,1.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
21,12.1,7.1,2.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
22,13.2,3.9,5.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
23,9.3,1.7,3.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
24,9.8,4.5,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
25,16.4,1.1,9.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
26,20.1,7.0,7.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
27,16.0,2.3,3.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
28,21.8,9.1,8.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
29,16.7,7.0,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
30,5.8,3.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
31,5.8,0.2,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
32,15.9,8.6,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
33,23.3,8.4,7.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
34,24.0,8.9,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
35,10.6,7.9,3.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
36,24.0,9.3,8.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
37,10.5,7.2,0.6000000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
38,4.7,3.7,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
39,4.3,4.9,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
40,12.3,5.2,2.0999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
41,9.1,3.3,2.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
42,10.3,2.2,3.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
43,9.1,0.5,3.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
44,9.2,1.8,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
45,24.0,3.8,4.8,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
46,14.6,3.7,6.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,9,10,12,13,14,15,16"
