Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,7.0,1.1,3.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,6,7,8,9,10,13,14,15"
1,18.4,9.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
2,11.1,1.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",
3,14.8,4.0,4.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,6,7,8,9,10,13,14,15"
4,5.9,0.6,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,6,7,8,9,10,13,14,15"
5,19.0,1.2,9.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,6,7,8,9,10,13,14,15"
6,11.5,4.3,1.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,6,7,8,9,10,13,14,15"
7,24.0,7.2,8.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,6,7,8,9,10,13,14,15"
8,23.2,7.3,2.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,6,7,8,9,10,13,14,15"
9,4.9,0.4,1.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,6,7,8,9,10,13,14,15"
10,10.3,3.7,4.2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,6,7,8,9,10,13,14,15"
11,21.6,3.6,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,6,7,8,9,10,13,14,15"
12,16.1,3.2,9.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,6,7,8,9,10,13,14,15"
