Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,16.0,3.2,3.7,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
1,13.4,7.5,1.4,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
2,8.7,7.7,1.0,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
3,7.0,1.7,3.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
4,15.2,4.6,9.5,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
5,6.4,5.3,5.5,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
6,12.6,9.4,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
7,4.5,0.4,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
8,21.5,7.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
9,24.0,2.8,8.7,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
10,16.5,7.1,3.5,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
11,1.0,1.6,1.5,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
12,17.2,7.8,3.0,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
13,10.4,3.9,4.0,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
14,18.5,9.1,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
15,17.9,3.0,6.0,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
16,17.7,7.9,8.3,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
17,7.0,5.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
18,6.5,5.6,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
19,14.2,3.9,8.0,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
20,2.0,4.2,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
21,15.6,1.8,7.9,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
22,14.3,7.5,2.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
23,6.2,2.2,2.7,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
24,14.3,0.4,8.7,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
25,4.0,0.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
26,24.0,6.1,9.6,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
27,10.2,2.4,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
28,24.0,7.8,9.6,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
29,3.8,5.2,0.0,"1,2,3,4,5,6,7,8,9,10,11,12",
30,9.0,6.7,3.8,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
31,12.5,3.1,1.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
32,24.0,5.3,7.199999999999999,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
33,14.0,6.1,0.3999999999999999,"1,2,3,4,5,6,7,8,9,10,11,12","3,4,5,6,7,8,9,10,11"
