Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,24.0,6.9,1.2000000000000002,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
1,19.1,7.3,7.800000000000001,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
2,8.4,6.5,0.0,"1,2,3,4,5,6,7,8,9,10,11",
3,12.1,1.9,3.5,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
4,11.4,4.1,1.6,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
5,5.4,9.6,0.0,"1,2,3,4,5,6,7,8,9,10,11",
6,24.0,6.6,9.0,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
7,17.2,8.2,8.2,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
8,7.9,1.7,5.2,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
9,10.9,5.8,4.4,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
10,14.8,9.9,1.6,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
11,23.0,6.8,6.1,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
12,8.3,4.7,4.4,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
13,10.0,6.5,2.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
14,3.2,1.4,0.0,"1,2,3,4,5,6,7,8,9,10,11",
15,13.6,7.7,0.20000000000000018,"1,2,3,4,5,6,7,8,9,10,11","1,2,3,4,5,7,8,9,10,11"
16,5.4,1.6,0.0,"1,2,3,4,5,6,7,8,9,10,11",
